DEB [20210902-04:25:28.502] thr=1   paramiko.transport: starting thread (client mode): 0x86cd8af0
INF [20210902-04:25:33.422] thr=3   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210902-04:25:33.424] thr=3   paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210902-04:25:33.424] thr=3   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210902-04:25:33.425] thr=3   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210902-04:25:33.425] thr=3   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210902-04:25:33.425] thr=3   paramiko.transport: MAC agreed: hmac-sha1
DEB [20210902-04:25:33.426] thr=3   paramiko.transport: Compression agreed: none
DEB [20210902-04:25:33.431] thr=3   paramiko.transport: Got server p (2048 bits)
DEB [20210902-04:25:33.493] thr=3   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210902-04:25:33.494] thr=3   paramiko.transport: Switch to new keys ...
DEB [20210902-04:25:33.494] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.100.48: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210902-04:25:33.525] thr=3   paramiko.transport: userauth is OK
INF [20210902-04:25:35.585] thr=3   paramiko.transport: Authentication (password) failed.
DEB [20210902-04:25:38.589] thr=4   paramiko.transport: starting thread (client mode): 0x86d9cb50
DEB [20210902-04:25:38.590] thr=4   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210902-04:25:38.632] thr=4   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210902-04:25:38.632] thr=4   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210902-04:25:38.633] thr=4   paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210902-04:25:38.633] thr=4   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210902-04:25:38.634] thr=4   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210902-04:25:38.634] thr=4   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210902-04:25:38.634] thr=4   paramiko.transport: MAC agreed: hmac-sha1
DEB [20210902-04:25:38.634] thr=4   paramiko.transport: Compression agreed: none
DEB [20210902-04:25:38.637] thr=4   paramiko.transport: Got server p (2048 bits)
DEB [20210902-04:25:38.707] thr=4   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210902-04:25:38.708] thr=4   paramiko.transport: Switch to new keys ...
DEB [20210902-04:25:38.708] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.100.48: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210902-04:25:38.745] thr=4   paramiko.transport: userauth is OK
INF [20210902-04:25:41.167] thr=4   paramiko.transport: Authentication (password) failed.
DEB [20210902-04:25:44.171] thr=5   paramiko.transport: starting thread (client mode): 0x86d9fee0
DEB [20210902-04:25:44.171] thr=5   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210902-04:25:44.181] thr=5   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210902-04:25:44.181] thr=5   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210902-04:25:44.183] thr=5   paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210902-04:25:44.184] thr=5   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210902-04:25:44.184] thr=5   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210902-04:25:44.184] thr=5   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210902-04:25:44.185] thr=5   paramiko.transport: MAC agreed: hmac-sha1
DEB [20210902-04:25:44.185] thr=5   paramiko.transport: Compression agreed: none
DEB [20210902-04:25:44.190] thr=5   paramiko.transport: Got server p (2048 bits)
DEB [20210902-04:25:44.259] thr=5   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210902-04:25:44.260] thr=5   paramiko.transport: Switch to new keys ...
DEB [20210902-04:25:44.260] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.100.48: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210902-04:25:44.295] thr=5   paramiko.transport: userauth is OK
INF [20210902-04:25:46.864] thr=5   paramiko.transport: Authentication (password) failed.
DEB [20210902-04:25:49.866] thr=6   paramiko.transport: starting thread (client mode): 0x86da6970
DEB [20210902-04:25:49.866] thr=6   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210902-04:25:49.870] thr=6   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210902-04:25:49.870] thr=6   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210902-04:25:49.871] thr=6   paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210902-04:25:49.871] thr=6   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210902-04:25:49.871] thr=6   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210902-04:25:49.871] thr=6   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210902-04:25:49.871] thr=6   paramiko.transport: MAC agreed: hmac-sha1
DEB [20210902-04:25:49.871] thr=6   paramiko.transport: Compression agreed: none
DEB [20210902-04:25:49.873] thr=6   paramiko.transport: Got server p (2048 bits)
DEB [20210902-04:25:49.933] thr=6   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210902-04:25:49.933] thr=6   paramiko.transport: Switch to new keys ...
DEB [20210902-04:25:49.934] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.100.48: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210902-04:25:49.963] thr=6   paramiko.transport: userauth is OK
INF [20210902-04:25:52.365] thr=6   paramiko.transport: Authentication (password) failed.
DEB [20210902-04:25:55.367] thr=7   paramiko.transport: starting thread (client mode): 0x86da5ca0
DEB [20210902-04:25:55.367] thr=7   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210902-04:25:55.392] thr=7   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210902-04:25:55.393] thr=7   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210902-04:25:55.407] thr=7   paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210902-04:25:55.407] thr=7   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210902-04:25:55.407] thr=7   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210902-04:25:55.407] thr=7   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210902-04:25:55.407] thr=7   paramiko.transport: MAC agreed: hmac-sha1
DEB [20210902-04:25:55.407] thr=7   paramiko.transport: Compression agreed: none
DEB [20210902-04:25:55.410] thr=7   paramiko.transport: Got server p (2048 bits)
DEB [20210902-04:25:55.475] thr=7   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210902-04:25:55.475] thr=7   paramiko.transport: Switch to new keys ...
DEB [20210902-04:25:55.476] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.100.48: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210902-04:25:55.514] thr=7   paramiko.transport: userauth is OK
INF [20210902-04:25:57.595] thr=7   paramiko.transport: Authentication (password) failed.
DEB [20210902-04:26:00.598] thr=8   paramiko.transport: starting thread (client mode): 0x86db1040
DEB [20210902-04:26:00.599] thr=8   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210902-04:26:00.611] thr=8   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210902-04:26:00.611] thr=8   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210902-04:26:00.614] thr=8   paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210902-04:26:00.614] thr=8   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210902-04:26:00.615] thr=8   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210902-04:26:00.615] thr=8   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210902-04:26:00.615] thr=8   paramiko.transport: MAC agreed: hmac-sha1
DEB [20210902-04:26:00.615] thr=8   paramiko.transport: Compression agreed: none
DEB [20210902-04:26:00.619] thr=8   paramiko.transport: Got server p (2048 bits)
DEB [20210902-04:26:00.685] thr=8   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210902-04:26:00.685] thr=8   paramiko.transport: Switch to new keys ...
DEB [20210902-04:26:00.685] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.100.48: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210902-04:26:00.723] thr=8   paramiko.transport: userauth is OK
INF [20210902-04:26:03.164] thr=8   paramiko.transport: Authentication (password) failed.
DEB [20210902-04:26:06.167] thr=9   paramiko.transport: starting thread (client mode): 0x86db1a30
DEB [20210902-04:26:06.168] thr=9   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210902-04:26:06.180] thr=9   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210902-04:26:06.181] thr=9   paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210902-04:26:06.184] thr=9   paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210902-04:26:06.184] thr=9   paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210902-04:26:06.184] thr=9   paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210902-04:26:06.185] thr=9   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210902-04:26:06.185] thr=9   paramiko.transport: MAC agreed: hmac-sha1
DEB [20210902-04:26:06.186] thr=9   paramiko.transport: Compression agreed: none
DEB [20210902-04:26:06.192] thr=9   paramiko.transport: Got server p (2048 bits)
DEB [20210902-04:26:06.281] thr=9   paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210902-04:26:06.281] thr=9   paramiko.transport: Switch to new keys ...
DEB [20210902-04:26:06.282] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.100.48: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210902-04:26:06.312] thr=9   paramiko.transport: userauth is OK
INF [20210902-04:26:06.324] thr=9   paramiko.transport: Authentication (password) failed.
DEB [20210902-04:26:09.328] thr=10  paramiko.transport: starting thread (client mode): 0x86dafd30
DEB [20210902-04:26:09.329] thr=10  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210902-04:26:09.350] thr=10  paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210902-04:26:09.350] thr=10  paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210902-04:26:09.352] thr=10  paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210902-04:26:09.353] thr=10  paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210902-04:26:09.353] thr=10  paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210902-04:26:09.354] thr=10  paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210902-04:26:09.354] thr=10  paramiko.transport: MAC agreed: hmac-sha1
DEB [20210902-04:26:09.354] thr=10  paramiko.transport: Compression agreed: none
DEB [20210902-04:26:09.360] thr=10  paramiko.transport: Got server p (2048 bits)
DEB [20210902-04:26:09.449] thr=10  paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210902-04:26:09.450] thr=10  paramiko.transport: Switch to new keys ...
DEB [20210902-04:26:09.450] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.100.48: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210902-04:26:09.482] thr=10  paramiko.transport: userauth is OK
INF [20210902-04:26:12.152] thr=10  paramiko.transport: Authentication (password) failed.
DEB [20210902-04:26:15.157] thr=11  paramiko.transport: starting thread (client mode): 0x86dba0d0
DEB [20210902-04:26:15.158] thr=11  paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.2
DEB [20210902-04:26:15.171] thr=11  paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
INF [20210902-04:26:15.171] thr=11  paramiko.transport: Connected (version 2.0, client OpenSSH_4.7p1)
DEB [20210902-04:26:15.174] thr=11  paramiko.transport: kex algos:['diffie-hellman-group-exchange-sha256', 'diffie-hellman-group-exchange-sha1', 'diffie-hellman-group14-sha1', 'diffie-hellman-group1-sha1'] server key:['ssh-rsa', 'ssh-dss'] client encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] server encrypt:['aes128-cbc', '3des-cbc', 'blowfish-cbc', 'cast128-cbc', 'arcfour128', 'arcfour256', 'arcfour', 'aes192-cbc', 'aes256-cbc', 'rijndael-cbc@lysator.liu.se', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr'] client mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] server mac:['hmac-md5', 'hmac-sha1', 'umac-64@openssh.com', 'hmac-ripemd160', 'hmac-ripemd160@openssh.com', 'hmac-sha1-96', 'hmac-md5-96'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20210902-04:26:15.174] thr=11  paramiko.transport: Kex agreed: diffie-hellman-group-exchange-sha256
DEB [20210902-04:26:15.174] thr=11  paramiko.transport: HostKey agreed: ssh-rsa
DEB [20210902-04:26:15.174] thr=11  paramiko.transport: Cipher agreed: aes128-ctr
DEB [20210902-04:26:15.175] thr=11  paramiko.transport: MAC agreed: hmac-sha1
DEB [20210902-04:26:15.175] thr=11  paramiko.transport: Compression agreed: none
DEB [20210902-04:26:15.183] thr=11  paramiko.transport: Got server p (2048 bits)
DEB [20210902-04:26:15.268] thr=11  paramiko.transport: kex engine KexGexSHA256 specified hash_algo <built-in function openssl_sha256>
DEB [20210902-04:26:15.269] thr=11  paramiko.transport: Switch to new keys ...
DEB [20210902-04:26:15.269] thr=2   paramiko.transport: Adding ssh-rsa host key for 192.168.100.48: b'5656240f211ddea72bae61b1243de8f3'
DEB [20210902-04:26:15.301] thr=11  paramiko.transport: userauth is OK
INF [20210902-04:26:15.316] thr=11  paramiko.transport: Authentication (password) successful!
DEB [20210902-04:26:18.320] thr=12  paramiko.transport: starting thread (client mode): 0x86dba760
